Bank Name,city,stalp,zip,RepDte,Reporting Year,Employees,Total Assets(000),CashBalance(000),Total Liabilities/Capital (000),Liabilities(000),Deposits
THE BANK OF EDWARDSVILLE,Edwardsville,IL,62025,9/30/2019,2019,293,1943295,339078,1943295,1670234,1573132
THE BANK OF GREENE COUNTY,Catskill,NY,12414,9/30/2019,2019,169,1406753,111077,1406753,1294634,1265307
THE BANK OF GREENE COUNTY,Catskill,NY,12414,9/30/2020,2020,189,1796065,76493,1796065,1655668,1629143
THE BANK OF GREENE COUNTY,Catskill,NY,12414,9/30/2021,2021,187,2279557,113586,2279557,2101531,2080482
THE BANK OF HEMET,Riverside,CA,92506,9/30/2019,2019,88,722266,83412,722266,641251,636386
THE BANK OF HEMET,Riverside,CA,92506,9/30/2020,2020,88,854584,185409,854584,766884,751647
THE BANK OF HEMET,Riverside,CA,92506,9/30/2021,2021,87,1021411,242018,1021411,929040,923338
THE BANK OF HERRIN,Herrin,IL,62948,9/30/2019,2019,60,250381,12283,250381,223065,222870
THE BANK OF HERRIN,Herrin,IL,62948,9/30/2020,2020,59,277395,28319,277395,251689,251422
THE BANK OF HERRIN,Herrin,IL,62948,9/30/2021,2021,58,309223,31278,309223,282969,282788
THE BANK OF NEW YORK MELLON,New York,NY,10286,9/30/2019,2019,38520,304096000,97459000,304096000,278093000,255504000
THE BANK OF NEW YORK MELLON,New York,NY,10286,9/30/2020,2020,39108,349432000,128562000,349432000,320352000,300672000
THE BANK OF NEW YORK MELLON,New York,NY,10286,9/30/2021,2021,39711,385830000,148509000,385830000,357319000,341915000
"THE BANK OF NEW YORK MELLON TRUST COMPANY, NATIONAL ASSOCIATION",Los Angeles,CA,90071,9/30/2019,2019,1194,1360505,211851,1360505,251620,2897
"THE BANK OF NEW YORK MELLON TRUST COMPANY, NATIONAL ASSOCIATION",Los Angeles,CA,90071,9/30/2020,2020,880,1478507,353022,1478507,260014,2258
"THE BANK OF NEW YORK MELLON TRUST COMPANY, NATIONAL ASSOCIATION",Los Angeles,CA,90071,9/30/2021,2021,804,1422604,404688,1422604,270055,749
THE BERKSHIRE BANK,New York,NY,10016,9/30/2019,2019,93,642882,92442,642882,522005,512462
THE BERKSHIRE BANK,New York,NY,10016,9/30/2020,2020,89,686442,262852,686442,564120,557111
THE BERKSHIRE BANK,New York,NY,10016,9/30/2021,2021,79,665807,233015,665807,541995,533877
THE BRADFORD NATIONAL BANK OF GREENVILLE,Greenville,IL,62246,9/30/2019,2019,48,318318,9382,318318,276463,259937
THE BRADFORD NATIONAL BANK OF GREENVILLE,Greenville,IL,62246,9/30/2020,2020,49,406648,5388,406648,349299,324401
THE BRADFORD NATIONAL BANK OF GREENVILLE,Greenville,IL,62246,9/30/2021,2021,50,469614,6513,469614,403098,333993
THE CANANDAIGUA NATIONAL BANK AND TRUST COMPANY,Canandaigua,NY,14424,9/30/2019,2019,507,2978215,82157,2978215,2688301,2396881
THE CANANDAIGUA NATIONAL BANK AND TRUST COMPANY,Canandaigua,NY,14424,9/30/2020,2020,540,3598624,78169,3598624,3280717,2935991
THE CANANDAIGUA NATIONAL BANK AND TRUST COMPANY,Canandaigua,NY,14424,9/30/2021,2021,577,4057834,95579,4057834,3715167,3449977
THE CAPE COD FIVE CENTS SAVINGS BANK,Harwich Port,MA,2646,9/30/2019,2019,533,3617824,46055,3617824,3269035,3031387
THE CAPE COD FIVE CENTS SAVINGS BANK,Hyannis,MA,2601,9/30/2020,2020,529,4172702,335573,4172702,3790591,3696173
THE CAPE COD FIVE CENTS SAVINGS BANK,Hyannis,MA,2601,9/30/2021,2021,527,4792923,761865,4792923,4324502,4302241
THE CITIZENS NATIONAL BANK OF HAMMOND,Hammond,NY,13646,9/30/2019,2019,7,25217,3661,25217,22931,22864
THE CITIZENS NATIONAL BANK OF HAMMOND,Hammond,NY,13646,9/30/2020,2020,7,26184,5239,26184,23693,23627
THE CITIZENS NATIONAL BANK OF HAMMOND,Hammond,NY,13646,9/30/2021,2021,7,26520,4233,26520,24022,23955
THE CITY NATIONAL BANK OF METROPOLIS,Metropolis,IL,62960,9/30/2019,2019,49,388746,33899,388746,336153,302137
THE CITY NATIONAL BANK OF METROPOLIS,Metropolis,IL,62960,9/30/2020,2020,50,446930,19495,446930,389768,340647
THE CITY NATIONAL BANK OF METROPOLIS,Metropolis,IL,62960,9/30/2021,2021,50,477297,69724,477297,419444,375610
THE CLAY CITY BANKING CO.,Clay City,IL,62824,9/30/2019,2019,35,149516,4837,149516,134893,130668
THE CLAY CITY BANKING CO.,Clay City,IL,62824,9/30/2020,2020,35,169881,8406,169881,154013,149600
THE CLAY CITY BANKING CO.,Clay City,IL,62824,9/30/2021,2021,33,192378,6565,192378,175254,170652
THE COOPERATIVE BANK,Roslindale,MA,2131,9/30/2019,2019,66,439192,14624,439192,396402,350862
THE COOPERATIVE BANK,Roslindale,MA,2131,9/30/2020,2020,71,472403,27293,472403,426894,391163
THE COOPERATIVE BANK,Roslindale,MA,2131,9/30/2021,2021,78,483441,15209,483441,435810,423036
THE DELAWARE NATIONAL BANK OF DELHI,Delhi,NY,13753,9/30/2019,2019,49,304811,39965,304811,273769,269741
THE DELAWARE NATIONAL BANK OF DELHI,Delhi,NY,13753,9/30/2020,2020,51,336613,44233,336614,302711,298725
THE DELAWARE NATIONAL BANK OF DELHI,Delhi,NY,13753,9/30/2021,2021,49,376835,50416,376835,342139,338116
THE FAIRFIELD NATIONAL BANK,Fairfield,IL,62837,9/30/2019,2019,59,551260,16014,551260,479126,329217
THE FAIRFIELD NATIONAL BANK,Fairfield,IL,62837,9/30/2020,2020,60,582433,9932,582433,502050,340256
THE FAIRFIELD NATIONAL BANK,Fairfield,IL,62837,9/30/2021,2021,59,661486,14272,661486,580582,401762
THE FARMERS AND MERCHANTS NATIONAL BANK OF NASHVILLE,Nashville,IL,62263,9/30/2019,2019,45,183440,10169,183440,160808,160382
THE FARMERS AND MERCHANTS NATIONAL BANK OF NASHVILLE,Nashville,IL,62263,9/30/2020,2020,46,215562,15211,215562,190804,190080
THE FARMERS AND MERCHANTS NATIONAL BANK OF NASHVILLE,Nashville,IL,62263,9/30/2021,2021,44,238493,23939,238493,211692,211186
THE FARMERS BANK OF MT. PULASKI,Mount Pulaski,IL,62548,9/30/2019,2019,12,57018,16318,57018,50163,50090
THE FARMERS BANK OF MT. PULASKI,Mount Pulaski,IL,62548,9/30/2020,2020,10,57895,25606,57895,50760,46668
THE FARMERS BANK OF MT. PULASKI,Mount Pulaski,IL,62548,9/30/2021,2021,10,60356,12090,60356,53166,53110
THE FARMERS NATIONAL BANK,Prophetstown,IL,61277,9/30/2019,2019,49,726119,33905,726119,620535,484282
THE FARMERS STATE BANK AND TRUST COMPANY,Jacksonville,IL,62650,9/30/2019,2019,54,196711,5437,196711,172079,168977
THE FARMERS STATE BANK AND TRUST COMPANY,Jacksonville,IL,62650,9/30/2020,2020,55,217103,4469,217103,190522,186661
THE FARMERS STATE BANK AND TRUST COMPANY,Jacksonville,IL,62650,9/30/2021,2021,48,238156,11683,238156,210996,210725
THE FEDERAL SAVINGS BANK,Chicago,IL,60607,9/30/2019,2019,1090,756162,63500,756162,655057,621830
THE FEDERAL SAVINGS BANK,Chicago,IL,60607,9/30/2020,2020,1514,1360504,206307,1360504,1203486,1137811
THE FEDERAL SAVINGS BANK,Chicago,IL,60639,9/30/2021,2021,1710,861090,22695,861090,700732,599496
THE FIRST BANK AND TRUST COMPANY OF MURPHYSBORO,Murphysboro,IL,62966,9/30/2019,2019,28,79165,5284,79165,72174,70306
THE FIRST BANK AND TRUST COMPANY OF MURPHYSBORO,Murphysboro,IL,62966,9/30/2020,2020,26,84607,8024,84607,77260,74504
THE FIRST BANK AND TRUST COMPANY OF MURPHYSBORO,Murphysboro,IL,62966,9/30/2021,2021,28,88872,8887,88872,81112,80438
THE FIRST NATIONAL BANK,Mattoon,IL,61938,9/30/2019,2019,22,92080,5884,92080,83825,79587
THE FIRST NATIONAL BANK,Mattoon,IL,61938,9/30/2020,2020,22,101569,15784,101569,92397,84022
THE FIRST NATIONAL BANK IN AMBOY,Amboy,IL,61310,9/30/2019,2019,60,206310,14905,206310,181763,177397
THE FIRST NATIONAL BANK IN AMBOY,Amboy,IL,61310,9/30/2020,2020,59,231527,14276,231527,204371,197280
THE FIRST NATIONAL BANK IN AMBOY,Amboy,IL,61310,9/30/2021,2021,56,273527,32214,273527,244685,237451
THE FIRST NATIONAL BANK IN CARLYLE,Carlyle,IL,62231,9/30/2019,2019,33,196892,13712,196892,174293,156778
THE FIRST NATIONAL BANK IN CARLYLE,Carlyle,IL,62231,9/30/2020,2020,30,228500,16347,228500,204539,176686
THE FIRST NATIONAL BANK IN CARLYLE,Carlyle,IL,62231,9/30/2021,2021,31,259072,13188,259072,234068,207532
THE FIRST NATIONAL BANK IN STAUNTON,Staunton,IL,62088,9/30/2019,2019,123,543284,44530,543285,477153,435780
THE FIRST NATIONAL BANK IN TREMONT,Tremont,IL,61568,9/30/2019,2019,30,122698,7552,122698,107248,106410
THE FIRST NATIONAL BANK IN TREMONT,Tremont,IL,61568,9/30/2020,2020,31,135550,12965,135550,118825,113600
THE FIRST NATIONAL BANK IN TREMONT,Tremont,IL,61568,9/30/2021,2021,31,152624,29537,152624,135520,129366
THE FIRST NATIONAL BANK OF ALLENDALE,Allendale,IL,62410,9/30/2019,2019,43,239993,12906,239993,213365,205703
THE FIRST NATIONAL BANK OF ALLENDALE,Allendale,IL,62410,9/30/2020,2020,45,284578,21141,284579,254949,237711
THE FIRST NATIONAL BANK OF ALLENDALE,Allendale,IL,62410,9/30/2021,2021,46,319317,17471,319317,287653,281787
THE FIRST NATIONAL BANK OF ARENZVILLE,Arenzville,IL,62611,9/30/2019,2019,21,86888,8793,86888,77836,77610
THE FIRST NATIONAL BANK OF ARENZVILLE,Arenzville,IL,62611,9/30/2020,2020,20,101156,19906,101156,91310,91047
THE FIRST NATIONAL BANK OF ARENZVILLE,Arenzville,IL,62611,9/30/2021,2021,21,109838,22565,109838,99585,99254
THE FIRST NATIONAL BANK OF ASSUMPTION,Assumption,IL,62510,9/30/2019,2019,4,20868,6673,20868,18652,18579
THE FIRST NATIONAL BANK OF ASSUMPTION,Assumption,IL,62510,9/30/2020,2020,4,24080,7792,24080,21792,21735
THE FIRST NATIONAL BANK OF ASSUMPTION,Assumption,IL,62510,9/30/2021,2021,4,23212,6588,23212,20923,20872
THE FIRST NATIONAL BANK OF AVA,Ava,IL,62907,9/30/2019,2019,18,63576,1814,63576,54631,54231
THE FIRST NATIONAL BANK OF AVA,Ava,IL,62907,9/30/2020,2020,18,72862,2525,72862,63332,58790
THE FIRST NATIONAL BANK OF AVA,Ava,IL,62907,9/30/2021,2021,16,79624,2799,79624,69571,64081
THE FIRST NATIONAL BANK OF BEARDSTOWN,Beardstown,IL,62618,9/30/2019,2019,32,128799,20769,128799,113067,112806
THE FIRST NATIONAL BANK OF BEARDSTOWN,Beardstown,IL,62618,9/30/2020,2020,37,141253,26831,141253,124359,124135
THE FIRST NATIONAL BANK OF BEARDSTOWN,Beardstown,IL,62618,9/30/2021,2021,37,156379,35358,156379,138796,138599
THE FIRST NATIONAL BANK OF BROWNSTOWN,Brownstown,IL,62418,9/30/2019,2019,8,39184,7661,39184,34634,34258
THE FIRST NATIONAL BANK OF BROWNSTOWN,Brownstown,IL,62418,9/30/2020,2020,8,43738,7827,43738,38752,38301
THE FIRST NATIONAL BANK OF BROWNSTOWN,Brownstown,IL,62418,9/30/2021,2021,8,45835,6594,45835,40673,40364
THE FIRST NATIONAL BANK OF CARMI,Carmi,IL,62821,9/30/2019,2019,97,414962,66389,414963,373772,371661
THE FIRST NATIONAL BANK OF CARMI,Carmi,IL,62821,9/30/2020,2020,97,467381,83170,467381,424239,420872
THE FIRST NATIONAL BANK OF CARMI,Carmi,IL,62821,9/30/2021,2021,104,610373,162910,610373,552879,550337
THE FIRST NATIONAL BANK OF DRYDEN,Dryden,NY,13053,9/30/2019,2019,36,187098,43955,187098,167460,167156
THE FIRST NATIONAL BANK OF DRYDEN,Dryden,NY,13053,9/30/2020,2020,35,201670,54724,201670,180962,180309
THE FIRST NATIONAL BANK OF DRYDEN,Dryden,NY,13053,9/30/2021,2021,34,224329,72070,224329,203039,202773
THE FIRST NATIONAL BANK OF GROTON,Groton,NY,13073,9/30/2019,2019,37,180813,6255,180813,153424,152775
THE FIRST NATIONAL BANK OF GROTON,Groton,NY,13073,9/30/2020,2020,36,195736,8823,195736,166435,165483
THE FIRST NATIONAL BANK OF GROTON,Groton,NY,13073,9/30/2021,2021,36,216285,12209,216285,186420,185755
THE FIRST NATIONAL BANK OF LACON,Lacon,IL,61540,9/30/2019,2019,12,59916,6407,59916,54011,52852
THE FIRST NATIONAL BANK OF LACON,Lacon,IL,61540,9/30/2020,2020,12,65298,12350,65298,59277,58133
THE FIRST NATIONAL BANK OF LACON,Lacon,IL,61540,9/30/2021,2021,13,80256,16777,80256,74205,73022
THE FIRST NATIONAL BANK OF LITCHFIELD,Litchfield,IL,62056,9/30/2019,2019,25,96696,1764,96696,83805,75066
THE FIRST NATIONAL BANK OF LITCHFIELD,Litchfield,IL,62056,9/30/2020,2020,26,106581,3653,106582,92854,88498
THE FIRST NATIONAL BANK OF LITCHFIELD,Litchfield,IL,62056,9/30/2021,2021,26,122501,2157,122501,108131,104868
THE FIRST NATIONAL BANK OF LONG ISLAND,Glen Head,NY,11545,9/30/2019,2019,344,4160695,62870,4160695,3772643,3227698
THE FIRST NATIONAL BANK OF LONG ISLAND,Glen Head,NY,11545,9/30/2020,2020,350,4009635,163768,4009635,3611649,3249974
THE FIRST NATIONAL BANK OF LONG ISLAND,Glen Head,NY,11545,9/30/2021,2021,323,4095377,258980,4095377,3675351,3371672
THE FIRST NATIONAL BANK OF OKAWVILLE,Okawville,IL,62271,9/30/2019,2019,15,59846,8494,59846,51985,51473
THE FIRST NATIONAL BANK OF OKAWVILLE,Okawville,IL,62271,9/30/2020,2020,15,70693,7721,70693,62707,62502
THE FIRST NATIONAL BANK OF OKAWVILLE,Okawville,IL,62271,9/30/2021,2021,15,75121,6402,75121,67100,66949
THE FIRST NATIONAL BANK OF OTTAWA,Ottawa,IL,61350,9/30/2019,2019,109,378859,9577,378859,330504,312069
THE FIRST NATIONAL BANK OF OTTAWA,Ottawa,IL,61350,9/30/2020,2020,132,859412,34788,859412,781850,708290
THE FIRST NATIONAL BANK OF RAYMOND,Raymond,IL,62560,9/30/2019,2019,40,149590,6494,149590,132716,132561
THE FIRST NATIONAL BANK OF RAYMOND,Raymond,IL,62560,9/30/2020,2020,35,166649,6357,166649,147799,143604
THE FIRST NATIONAL BANK OF RAYMOND,Raymond,IL,62560,9/30/2021,2021,36,178937,3899,178937,159543,159363
THE FIRST NATIONAL BANK OF SANDOVAL,Sandoval,IL,62882,9/30/2019,2019,14,53731,3448,53731,47346,46970
THE FIRST NATIONAL BANK OF SANDOVAL,Sandoval,IL,62882,9/30/2020,2020,14,64554,4665,64554,57084,52644
THE FIRST NATIONAL BANK OF SANDOVAL,Sandoval,IL,62882,9/30/2021,2021,14,71265,3322,71265,63047,57650
THE FIRST NATIONAL BANK OF SPARTA,Sparta,IL,62286,9/30/2019,2019,21,78758,6830,78758,67555,63236
THE FIRST NATIONAL BANK OF SPARTA,Sparta,IL,62286,9/30/2020,2020,21,90684,8989,90684,78672,70101
THE FIRST NATIONAL BANK OF SPARTA,Sparta,IL,62286,9/30/2021,2021,21,105041,8921,105041,93182,86875
THE FIRST STATE BANK OF DONGOLA,Dongola,IL,62926,9/30/2019,2019,8,25099,7199,25099,22288,22208
THE FIRST STATE BANK OF DONGOLA,Dongola,IL,62926,9/30/2020,2020,9,28609,7508,28609,25641,24547
THE FIRST STATE BANK OF DONGOLA,Dongola,IL,62926,9/30/2021,2021,8,30698,9358,30698,27565,25998
"THE FIRST TRUST AND SAVINGS BANK OF WATSEKA, ILLINOIS",Watseka,IL,60970,9/30/2019,2019,32,255964,48148,255964,215474,214567
"THE FIRST TRUST AND SAVINGS BANK OF WATSEKA, ILLINOIS",Watseka,IL,60970,9/30/2020,2020,31,270860,46780,270860,228341,227130
"THE FIRST TRUST AND SAVINGS BANK OF WATSEKA, ILLINOIS",Watseka,IL,60970,9/30/2021,2021,33,296937,98618,296937,253365,252646
THE FISHER NATIONAL BANK,Fisher,IL,61843,9/30/2019,2019,27,127820,5997,127820,110570,108416
THE FISHER NATIONAL BANK,Fisher,IL,61843,9/30/2020,2020,30,149729,10623,149729,130168,128723
THE FISHER NATIONAL BANK,Fisher,IL,61843,9/30/2021,2021,40,187307,3331,187307,166661,148327
THE FNB COMMUNITY BANK,Vandalia,IL,62471,9/30/2019,2019,86,351272,24197,351272,301693,293160
THE FNB COMMUNITY BANK,Vandalia,IL,62471,9/30/2020,2020,82,395270,22816,395270,340293,325652
THE FNB COMMUNITY BANK,Vandalia,IL,62471,9/30/2021,2021,81,438020,12710,438020,380340,370925
THE GERBER STATE BANK,Argenta,IL,62501,9/30/2019,2019,19,77258,5610,77258,67528,66478
THE GERBER STATE BANK,Argenta,IL,62501,9/30/2020,2020,17,84112,5585,84112,73075,68844
THE GERBER STATE BANK,Argenta,IL,62501,9/30/2021,2021,16,94487,3683,94487,83300,83168
THE GIFFORD STATE BANK,Gifford,IL,61847,9/30/2019,2019,40,155119,3600,155119,139760,131222
THE GIFFORD STATE BANK,Gifford,IL,61847,9/30/2020,2020,40,166035,5673,166035,150542,149313
THE GIFFORD STATE BANK,Gifford,IL,61847,9/30/2021,2021,40,178767,53142,178767,163270,161899
THE GRANVILLE NATIONAL BANK,Granville,IL,61326,9/30/2019,2019,15,88723,16321,88723,77956,77513
THE GRANVILLE NATIONAL BANK,Granville,IL,61326,9/30/2020,2020,13,101379,22520,101379,89276,88587
THE GRANVILLE NATIONAL BANK,Granville,IL,61326,9/30/2021,2021,13,111813,20401,111813,99781,99162
THE HARVARD STATE BANK,Harvard,IL,60033,9/30/2019,2019,54,254234,10551,254234,228063,224370
THE HARVARD STATE BANK,Harvard,IL,60033,9/30/2020,2020,54,296788,6548,296788,266371,262677
THE HARVARD STATE BANK,Harvard,IL,60033,9/30/2021,2021,43,330211,7767,330211,299574,295451
THE HAVANA NATIONAL BANK,Havana,IL,62644,9/30/2019,2019,54,254207,8444,254207,225383,189335
THE HAVANA NATIONAL BANK,Havana,IL,62644,9/30/2020,2020,52,297931,54623,297931,267569,216973
THE HAVANA NATIONAL BANK,Havana,IL,62644,9/30/2021,2021,53,322740,69623,322740,292128,246683
THE HILL-DODGE BANKING COMPANY,Warsaw,IL,62379,9/30/2019,2019,8,41506,14328,41506,35107,34974
THE HILL-DODGE BANKING COMPANY,Warsaw,IL,62379,9/30/2020,2020,6,44951,20122,44951,38923,38803
THE HILL-DODGE BANKING COMPANY,Warsaw,IL,62379,9/30/2021,2021,6,51074,26780,51074,44483,44449
THE IUKA STATE BANK,Salem,IL,62881,9/30/2019,2019,20,97572,6372,97573,87918,83042
THE IUKA STATE BANK,Salem,IL,62881,9/30/2020,2020,27,112427,18741,112428,102036,96487
THE IUKA STATE BANK,Salem,IL,62881,9/30/2021,2021,25,117549,19524,117549,106731,101199
THE LEADERS BANK,Oak Brook,IL,60523,9/30/2019,2019,37,335661,30800,335661,292519,272660
THE LEADERS BANK,Oak Brook,IL,60523,9/30/2020,2020,38,361726,49915,361726,316991,292856
THE LEADERS BANK,Oak Brook,IL,60523,9/30/2021,2021,37,358771,96383,358771,313048,291743
THE LEMONT NATIONAL BANK,Lemont,IL,60439,9/30/2019,2019,16,51892,8833,51892,48150,47791
THE LEMONT NATIONAL BANK,Lemont,IL,60439,9/30/2020,2020,12,57773,23322,57773,54060,53752
THE LEMONT NATIONAL BANK,Lemont,IL,60439,9/30/2021,2021,12,59313,21350,59313,55796,55621
THE LITCHFIELD NATIONAL BANK,Litchfield,IL,62056,9/30/2019,2019,31,107303,12192,107303,97838,97304
THE LITCHFIELD NATIONAL BANK,Litchfield,IL,62056,9/30/2020,2020,32,123564,23519,123564,113899,105598
THE LITCHFIELD NATIONAL BANK,Litchfield,IL,62056,9/30/2021,2021,32,120504,7704,120504,110768,105302
THE LOWELL FIVE CENT SAVINGS BANK,Lowell,MA,1852,9/30/2019,2019,210,1181248,89279,1181248,1030653,1010091
THE LOWELL FIVE CENT SAVINGS BANK,Tewksbury,MA,1876,9/30/2020,2020,215,1396566,171382,1396566,1237854,1219684
THE LOWELL FIVE CENT SAVINGS BANK,Tewksbury,MA,1876,9/30/2021,2021,215,1554281,281118,1554281,1387182,1367829
THE LYONS NATIONAL BANK,Lyons,NY,14489,9/30/2019,2019,214,1152495,43989,1152495,1059642,1034895
THE LYONS NATIONAL BANK,Lyons,NY,14489,9/30/2020,2020,224,1382958,103591,1382958,1281559,1263613
THE LYONS NATIONAL BANK,Lyons,NY,14489,9/30/2021,2021,228,1641929,109267,1641929,1514039,1489693
THE NATIONAL BANK OF COXSACKIE,Coxsackie,NY,12051,9/30/2019,2019,74,335472,22173,335472,306845,306052
THE NATIONAL BANK OF COXSACKIE,Coxsackie,NY,12051,9/30/2020,2020,73,408758,38717,408758,373990,358144
THE NATIONAL BANK OF COXSACKIE,Coxsackie,NY,12051,9/30/2021,2021,74,474779,28767,474779,436166,419927
THE NATIONAL GRAND BANK OF MARBLEHEAD,Marblehead,MA,1945,9/30/2019,2019,45,340145,6320,340145,299504,271923
THE NATIONAL GRAND BANK OF MARBLEHEAD,Marblehead,MA,1945,9/30/2020,2020,41,408625,51585,408625,366687,345324
THE NATIONAL GRAND BANK OF MARBLEHEAD,Marblehead,MA,1945,9/30/2021,2021,47,417669,33559,417669,375066,365261
THE NORTH COUNTRY SAVINGS BANK,Canton,NY,13617,9/30/2019,2019,68,264829,14050,264829,230847,200997
THE NORTH COUNTRY SAVINGS BANK,Canton,NY,13617,9/30/2020,2020,66,295774,38616,295774,260333,228100
THE NORTH COUNTRY SAVINGS BANK,Canton,NY,13617,9/30/2021,2021,68,327719,58323,327719,289158,267078
THE NORTHERN TRUST COMPANY,Chicago,IL,60603,9/30/2019,2019,19371,123824257,31618917,123824257,113822992,99393651
THE NORTHERN TRUST COMPANY,Chicago,IL,60603,9/30/2020,2020,20511,151628924,47458911,151628924,140770325,125681969
THE NORTHERN TRUST COMPANY,Chicago,IL,60603,9/30/2021,2021,20612,168651038,57934667,168651038,157276873,142974592
THE OLD EXCHANGE NATIONAL BANK OF OKAWVILLE,Okawville,IL,62271,9/30/2019,2019,13,68469,8227,68469,60277,59987
THE OLD EXCHANGE NATIONAL BANK OF OKAWVILLE,Okawville,IL,62271,9/30/2020,2020,12,83970,11680,83970,74635,70211
THE OLD EXCHANGE NATIONAL BANK OF OKAWVILLE,Okawville,IL,62271,9/30/2021,2021,12,85862,6862,85862,76089,75828
"THE PEOPLES STATE BANK OF NEWTON, ILLINOIS",Newton,IL,62448,9/30/2019,2019,91,461907,9879,461907,409425,390357
"THE PEOPLES STATE BANK OF NEWTON, ILLINOIS",Newton,IL,62448,9/30/2020,2020,96,498199,12683,498199,440761,417692
"THE PEOPLES STATE BANK OF NEWTON, ILLINOIS",Newton,IL,62448,9/30/2021,2021,97,578892,21229,578892,518148,490501
THE PITTSFIELD CO-OPERATIVE BANK,Pittsfield,MA,1201,9/30/2019,2019,50,322619,23363,322619,271534,253787
THE PITTSFIELD CO-OPERATIVE BANK,Pittsfield,MA,1201,9/30/2020,2020,51,361280,33066,361280,307514,287469
THE PITTSFIELD CO-OPERATIVE BANK,Pittsfield,MA,1201,9/30/2021,2021,50,386966,36901,386966,332237,320720
THE POPLAR GROVE STATE BANK,Poplar Grove,IL,61065,9/30/2019,2019,12,86458,11979,86457,62751,61959
THE PROVIDENT BANK,Amesbury,MA,1913,9/30/2019,2019,134,1077862,38405,1077862,950019,901896
THE PROVIDENT BANK,Amesbury,MA,1913,9/30/2020,2020,153,1497189,46877,1497189,1319005,1218065
THE PROVIDENT BANK,Amesbury,MA,1913,9/30/2021,2021,176,1624862,190787,1624862,1426114,1383524
THE PUTNAM COUNTY NATIONAL BANK OF CARMEL,Carmel,NY,10512,9/30/2019,2019,31,166707,56175,166707,131208,129201
THE PUTNAM COUNTY NATIONAL BANK OF CARMEL,Carmel,NY,10512,9/30/2020,2020,31,195232,84025,195232,158630,156696
THE PUTNAM COUNTY NATIONAL BANK OF CARMEL,Carmel,NY,10512,9/30/2021,2021,31,208586,74535,208586,171817,169714
THE SAVINGS BANK,Wakefield,MA,1880,9/30/2019,2019,109,615260,29328,615260,537397,520145
THE SAVINGS BANK,Wakefield,MA,1880,9/30/2020,2020,108,655631,85396,655631,575343,569902
THE SAVINGS BANK,Wakefield,MA,1880,9/30/2021,2021,107,707756,104501,707756,625074,621328
THE STATE BANK OF GENEVA,Geneva,IL,60134,9/30/2019,2019,24,80285,12140,80285,72247,72017
THE STATE BANK OF GENEVA,Geneva,IL,60134,9/30/2020,2020,23,96592,21924,96592,87844,87446
THE STATE BANK OF GENEVA,Geneva,IL,60134,9/30/2021,2021,23,110869,18247,110869,100675,97278
